Time,Source,Destination,Protocol,Length,Frame,Ethernet Src,Ethernet Dest,IP Source,IP Dest,TCP/UDP,Src Port,Dest Port,Label
22.079102,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,854,01:00:01:00:00:00,01:00:01:00:00:00,172.187.62.41,81.131.67.131,Transmission Control Protocol,2813,6346,Ftp
22.094727,235.red-83-53-165.dynamicip.rima-tde.net,81.131.67.131,TCP,62,962,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,210.146.64.4,Transmission Control Protocol,2819,6346,Ftp
22.094727,s209-89-41-78.ab.hsia.telus.net,81.131.67.131,TCP,62,62,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,86.130.246.22 ,Transmission Control Protocol,2819,6346,Ftp
22.094727,172.201.93.149,81.131.67.131,MANOLITO,62,162,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,62.193.101.150,Transmission Control Protocol,80,41061,Ftp
22.094727,81.131.67.131,177.65-247-81.adsl-dyn.isp.belgacom.be,UDP,61,261,01:00:01:00:00:00,01:00:01:00:00:00,38.115.4.204,212.129.214.254,Transmission Control Protocol,2727,41061,Ftp
22.110352,81.131.67.131,s53750623.adsl.online.nl,UDP,61,361,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,User Datagram Protocol       ,6348,2727,Ftp
22.125977,126.114.97.84.rev.sfr.net,81.131.67.131,ICMP,70,470,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,200.158.81.150,User Datagram Protocol       ,41730,80,Ftp
22.125977,81.131.67.131,dC3828F80.access.telenet.be,UDP,61,561,01:00:01:00:00:00,01:00:01:00:00:00,68.34.169.230,38.115.4.204,User Datagram Protocol       ,41730,6348,Ftp
22.125977,81.131.67.131,hon14-h01-212-194-202-220.dsl.sta.abo.bbox.fr,UDP,61,661,01:00:01:00:00:00,01:00:01:00:00:00,172.187.62.41,211.28.6.30,Transmission Control Protocol,6348,6346,Ftp
22.141602,81.131.67.131,207-148-176-7.interbaun.com,UDP,61,761,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,User Datagram Protocol       ,41730,6346,Ftp
22.157227,81.131.67.131,235.red-83-53-165.dynamicip.rima-tde.net,TCP,54,854,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,210.146.64.4,User Datagram Protocol       ,41730,2769,Ftp
22.172852,81.131.67.131,s209-89-41-78.ab.hsia.telus.net,TCP,54,954,01:00:01:00:00:00,01:00:01:00:00:00,210.146.64.4,81.131.67.131,Transmission Control Protocol,2769,6346,Ftp
22.188477,81.131.67.131,s209-89-41-78.ab.hsia.telus.net,TCP,275,275,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,80,21284,Ftp
22.204102,81.131.67.131,172.201.93.149,ICMP,70,170,01:00:01:00:00:00,01:00:01:00:00:00,13.19.160.190,81.131.67.131,Transmission Control Protocol,2727,6348,Ftp
22.407227,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,21514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,172.187.62.41,Transmission Control Protocol,21,2727,Ftp
22.407227,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,354,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,80.186.123.15,Transmission Control Protocol,6348,80,Ftp
22.610352,81.131.67.131,host86-130-246-222.range86-130.btcentralplus.com,UDP,71,471,01:00:01:00:00:00,01:00:01:00:00:00,13.19.160.190,172.187.62.41,Transmission Control Protocol,6346,1026,Ftp
22.688477,81.131.67.131,62.193.101.150,UDP,61,561,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,2816,2769,Ftp
22.688477,81.131.67.131,212.129.214.254,UDP,61,661,01:00:01:00:00:00,01:00:01:00:00:00,218.86.72.220,211.28.6.30,Transmission Control Protocol,2815,2816,Ftp
22.704102,211.28.6.30,81.131.67.131,TCP,1514,71514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,192.88.99.1,Transmission Control Protocol,2816,6346,Ftp
22.704102,81.131.67.131,200-158-81-150.dsl.telesp.net.br,UDP,61,861,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,21284,6346,Ftp
22.704102,81.131.67.131,38.115.4.204,UDP,54,954,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,2769,6346,Ftp
22.719727,81.131.67.131,211.28.6.30,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00, 211.28.6.30,38.115.4.204,Transmission Control Protocol,1026,2667,Ftp
22.954102,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,11514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,84.84.15.199,Transmission Control Protocol,6346,6348,Ftp
22.954102,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,254,01:00:01:00:00:00,01:00:01:00:00:00,210.146.64.4,81.131.67.131,Transmission Control Protocol,6346,21,Ftp
22.985352,6bone.informatik.uni-leipzig.de,2002:5183:4383::5183:4383,FTP,100,3100,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,210.146.64.4,Transmission Control Protocol,2667,2433,Ftp
23.032227,211.28.6.30,81.131.67.131,TCP,206,4206,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,81.131.67.131,User Datagram Protocol       ,41730,2816,Ftp
23.032227,172.187.62.41,81.131.67.131,TCP,62,562,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,213.19.160.190,Transmission Control Protocol,80,21284,Ftp
23.032227,81.131.67.131,172.187.62.41,TCP,54,654,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,24.11.146.28,Transmission Control Protocol,2727,15492,Ftp
23.063477,81.131.67.131,80-186-123-15.elisa-mobile.fi,TCP,62,762,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,80,2727,Ftp
23.094727,81.131.67.131,172.187.62.41,Gnutella,276,8276,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,213.19.160.190,Transmission Control Protocol,2818,80,Ftp
23.157227,38.115.4.204,81.131.67.131,TCP,646,9646,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,2675,2818,Ftp
23.172852,81.131.67.131,211.28.6.30,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00, 211.28.6.30,213.19.160.190,Transmission Control Protocol,80,80,Ftp
23.172852,2002:5183:4383::5183:4383,6bone.informatik.uni-leipzig.de,TCP,94,194,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,82.232.4.28,Transmission Control Protocol,2818,17342,Ftp
23.188477,c-68-34-169-230.hsd1.va.comcast.net,81.131.67.131,TCP,54,254,1a:43:20:00:01:00,1a:43:20:00:01:00,210.146.64.4,83.53.165.235,User Datagram Protocol       ,36389,2818,Ftp
23.188477,172.187.62.41,81.131.67.131,TCP,54,354,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,2818,80,Ftp
23.282227,81.131.67.131,38.115.4.204,TCP,54,454,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,211.28.6.30,Transmission Control Protocol,2814,41730,Ftp
23.329102,81.131.67.131,ip54540fc7.speed.planet.nl,UDP,518,5518,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,Transmission Control Protocol,2813,80,Ftp
23.469727,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,61514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,210.146.64.4,Transmission Control Protocol,6348,6346,Ftp
23.469727,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,754,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,24.11.146.28,Transmission Control Protocol,2769,6346,Ftp
23.563477,213.19.160.190,81.131.67.131,TCP,519,8519,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.131,69.4.150.232,Transmission Control Protocol,80,2769,Ftp
23.563477,81.131.67.131,213.19.160.190,TCP,66,966,01:00:01:00:00:00,01:00:01:00:00:00,210.146.64.4,65.43.223.20,Transmission Control Protocol,2727,6348,Ftp
23.672852,81.131.67.131,c-24-11-146-28.hsd1.az.comcast.net,TCP,62,62,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,151.37.67.40,User Datagram Protocol       ,41730,2727,Ftp
23.844727,213.19.160.190,81.131.67.131,TCP,1514,11514,1a:43:20:00:01:00,1a:43:20:00:01:00,209.89.41.78,82.92.21.6,User Datagram Protocol       ,41730,80,Ftp
23.844727,81.131.67.131,213.19.160.190,TCP,54,254,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,139.55.21.35,User Datagram Protocol       ,41730,1734,Ftp
23.844727,218.86.72.220,81.131.67.131,UDP,50,350,1a:43:20:00:01:00,1a:43:20:00:01:00,209.89.41.78,81.131.67.131,User Datagram Protocol       ,41730,6346,Ftp
23.860352,81.131.67.131,213.19.160.190,TCP,54,454,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,211.28.6.30,User Datagram Protocol       ,41730,6346,Ftp
23.938477,81.131.67.131,cal69-1-82-232-4-28.fbx.proxad.net,TCP,54,554,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.131,81.131.67.131,User Datagram Protocol       ,41730,6346,Ftp
23.938477,81.131.67.131,235.red-83-53-165.dynamicip.rima-tde.net,TCP,276,6276,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.132,81.131.67.131,Transmission Control Protocol,6348,6346,Ftp
24.141602,211.28.6.30,81.131.67.131,TCP,1514,71514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.133,210.146.64.4,Transmission Control Protocol,2769,63346,Ftp
24.141602,81.131.67.131,211.28.6.30,TCP,54,854,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.134,81.131.67.131,Transmission Control Protocol,80,2769,Ftp
24.44043,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,91514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.135,81.131.67.131,Transmission Control Protocol,6346,6348,Ftp
24.44043,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,54,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.136,83.53.165.235,Transmission Control Protocol,2727,2727,Ftp
24.47168,81.131.67.131,c-24-11-146-28.hsd1.az.comcast.net,UDP,54,154,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.137,83.53.165.235,Transmission Control Protocol,6346,2094,Ftp
24.47168,81.131.67.131,232.69-4-150-nokia-dsl.dynamic.surewest.net,UDP,61,261,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.138,69.224.47.236,Transmission Control Protocol,1595,80,Ftp
24.487305,81.131.67.131,65.43.223.20,UDP,61,361,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.139,70.27.127.185,Transmission Control Protocol,6346,1595,Ftp
24.50293,81.131.67.131,adsl-40-67.37-151.wind.it,UDP,61,461,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.140,81.131.67.131,Transmission Control Protocol,6346,6346,Ftp
24.518555,81.131.67.131,82.92.21.6,UDP,61,561,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.141,210.146.64.4,Transmission Control Protocol,2813,2813,Ftp
24.518555,81.131.67.131,h35.21.55.139.dynamic.ip.windstream.net,UDP,428,6428,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.142,81.131.67.131,Transmission Control Protocol,2813,2813,Ftp
24.56543,211.28.6.30,81.131.67.131,TCP,642,7642,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.143,209.89.41.78,Transmission Control Protocol,2821,6346,Ftp
24.706055,81.131.67.131,211.28.6.30,TCP,54,854,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.144,81.131.67.131,Transmission Control Protocol,2094,6346,Ftp
24.84668,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,91514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.145,81.131.67.13 ,Transmission Control Protocol,80,142,Ftp
24.84668,galton0412w-grc-02-70-27-127-185.dsl.bell.ca,81.131.67.131,Gnutella,89,89,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.146,84.97.114.126,Transmission Control Protocol,2727,6346,Ftp
24.84668,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,154,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.147,81.131.67.131,Transmission Control Protocol,41061,2727,Ftp
24.87793,nwcsnbsc11w-142-68-189-57.pppoe-dynamic.high-speed.nb.bellalian,81.131.67.131,TCP,76,276,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.148,81.131.67.132,Transmission Control Protocol,2819,80,Ftp
24.87793,81.131.67.131,nwcsnbsc11w-142-68-189-57.pppoe-dynamic.high-speed.nb.bellalian,Gnutella,78,378,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.149,81.131.67.133,Transmission Control Protocol,41061,2819,Ftp
24.97168,235.red-83-53-165.dynamicip.rima-tde.net,81.131.67.131,Gnutella,589,4589,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.150,81.131.67.134,User Datagram Protocol       ,6348,41061,Ftp
24.97168,235.red-83-53-165.dynamicip.rima-tde.net,81.131.67.131,TCP,54,554,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.151,81.131.67.135,User Datagram Protocol       ,41730,2819,Ftp
24.97168,81.131.67.131,235.red-83-53-165.dynamicip.rima-tde.net,TCP,54,654,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.152,81.131.67.136,User Datagram Protocol       ,41730,6348,Ftp
24.987305,81.131.67.131,235.red-83-53-165.dynamicip.rima-tde.net,TCP,54,754,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.153,81.131.67.137,User Datagram Protocol       ,41730,6347,Ftp
25.00293,81.131.67.131,69.224.47.236,TCP,62,862,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.154,81.131.67.138,User Datagram Protocol       ,41730,6346,Ftp
25.03418,81.131.67.131,galton0412w-grc-02-70-27-127-185.dsl.bell.ca,TCP,54,954,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.155,81.131.67.139,User Datagram Protocol       ,41730,6346,Ftp
25.268555,fpigw.ksc.gr.jp,81.131.67.131,TCP,1514,1514,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.156,81.131.67.140,User Datagram Protocol       ,41730,6346,Ftp
25.268555,81.131.67.131,fpigw.ksc.gr.jp,TCP,54,154,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.157,81.131.67.141,User Datagram Protocol       ,41730,6346,Ftp
25.28418,s209-89-41-78.ab.hsia.telus.net,81.131.67.131,TCP,62,262,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.158,81.131.67.142,User Datagram Protocol       ,41730,6346,Ftp
25.28418,81.131.67.131,s209-89-41-78.ab.hsia.telus.net,TCP,54,454,01:00:01:00:00:00,01:00:01:00:00:00,81.131.67.159,81.131.67.143,User Datagram Protocol       ,41730,6346,Ftp
25.28418,s209-89-41-78.ab.hsia.telus.net,81.131.67.131,TCP,54,5126,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.160,81.131.67.144,User Datagram Protocol       ,41730,6346,Ftp
25.31543,host86-130-246-222.range86-130.btcentralplus.com,81.131.67.131,UDP,126,661,1a:43:20:00:01:00,1a:43:20:00:01:00,81.131.67.161,81.131.67.145,User Datagram Protocol       ,41730,6346,Ftp
